7	47	1
7	52	1
7	119	2
7	156	2
7	216	1
13	47	2
13	52	2
13	120	1
32	38	1
32	47	2
32	52	2
32	98	1
32	157	1
38	47	8
38	52	3
38	89	1
38	120	2
38	194	1
38	199	1
47	52	9
47	89	1
47	98	3
47	120	5
47	156	2
47	157	3
47	194	3
47	199	2
47	216	3
52	98	1
52	120	3
52	216	2
89	156	1
98	157	1
98	199	1
119	156	1
119	157	1
120	156	1
120	157	2
120	194	1
120	199	1
157	194	1
157	199	1
194	216	1
